sentences,sent_tokens,topic,label_topic
"""know this, masha: i can't reproach, have not reproached, and never shall reproach my wife with anything, and i cannot reproach myself with anything in regard to her; and that always will be so in whatever circumstances i may be placed.","['know', 'masha', 'cant', 'reproach', 'reproach', 'never', 'shall', 'reproach', 'wife', 'anything', 'cannot', 'reproach', 'anything', 'regard', 'always', 'whatever', 'circumstances', 'place']",7,say-prince-go-andrew-look-come-count-room-pierre
but if you want to know the truth... if you want to know whether i am happy?,"['want', 'know', 'truth', 'want', 'know', 'whether', 'happy']",1,count-go-pierre-prince-come-know-look-well-let
no!,['no'],2,know-letter-father-man-pierre-see-princess-silent-say
is she happy?,['happy'],7,say-prince-go-andrew-look-come-count-room-pierre
no!,['no'],2,know-letter-father-man-pierre-see-princess-silent-say
"but why this is so i don't know..."" as he said this he rose, went to his sister, and, stooping, kissed her forehead.","['dont', 'know', 'say', 'rise', 'go', 'sister', 'stoop', 'kiss', 'forehead']",1,count-go-pierre-prince-come-know-look-well-let
"his fine eyes lit up with a thoughtful, kindly, and unaccustomed brightness, but he was looking not at his sister but over her head toward the darkness of the open doorway.","['fine', 'eye', 'light', 'thoughtful', 'kindly', 'unaccustomed', 'brightness', 'look', 'sister', 'head', 'toward', 'darkness', 'open', 'doorway']",7,say-prince-go-andrew-look-come-count-room-pierre
"""let us go to her, i must say good-by.","['let', 'us', 'go', 'must', 'say', 'goodby']",0,say-prince-nothing-pierre-look-please-smile-know-hand
or--go and wake and i'll come in a moment.,"['orgo', 'wake', 'ill', 'come', 'moment']",7,say-prince-go-andrew-look-come-count-room-pierre
"petrushka!""",['petrushka'],8,prince-hand-know-say-hold-princess-book-leave-even
"he called to his valet: ""come here, take these away.","['call', 'valet', 'come', 'take', 'away']",1,count-go-pierre-prince-come-know-look-well-let
"put this on the seat and this to the right.""","['put', 'seat', 'right']",2,know-letter-father-man-pierre-see-princess-silent-say
"princess mary rose and moved to the door, then stopped and said: ""andrew, if you had faith you would have turned to god and asked him to give you the love you do not feel, and your prayer would have been answered.""","['princess', 'mary', 'rise', 'move', 'door', 'stop', 'say', 'andrew', 'faith', 'would', 'turn', 'god', 'ask', 'give', 'love', 'feel', 'prayer', 'would', 'answer']",5,princess-mary-say-give-prince-look-dinner-man-face
"""well, may be!""","['well', 'be']",4,dont-say-know-ah-tell-be-dear-do-michael
said prince andrew.,"['say', 'prince', 'andrew']",7,say-prince-go-andrew-look-come-count-room-pierre
"""go, masha; i'll come immediately.""","['go', 'masha', 'ill', 'come', 'immediately']",1,count-go-pierre-prince-come-know-look-well-let
"on the way to his sister's room, in the passage which connected one wing with the other, prince andrew met mademoiselle bourienne smiling sweetly.","['way', 'sisters', 'room', 'passage', 'connect', 'wing', 'prince', 'andrew', 'meet', 'mademoiselle', 'bourienne', 'smile', 'sweetly']",7,say-prince-go-andrew-look-come-count-room-pierre
"it was the third time that day that, with an ecstatic and artless smile, she had met him in secluded passages.","['third', 'time', 'day', 'ecstatic', 'artless', 'smile', 'meet', 'seclude', 'passages']",8,prince-hand-know-say-hold-princess-book-leave-even
"""oh!",['oh'],1,count-go-pierre-prince-come-know-look-well-let
"i thought you were in your room,"" she said, for some reason blushing and dropping her eyes.","['think', 'room', 'say', 'reason', 'blush', 'drop', 'eye']",0,say-prince-nothing-pierre-look-please-smile-know-hand
prince andrew looked sternly at her and an expression of anger suddenly came over his face.,"['prince', 'andrew', 'look', 'sternly', 'expression', 'anger', 'suddenly', 'come', 'face']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"he said nothing to her but looked at her forehead and hair, without looking at her eyes, with such contempt that the frenchwoman blushed and went away without a word.","['say', 'nothing', 'look', 'forehead', 'hair', 'without', 'look', 'eye', 'contempt', 'frenchwoman', 'blush', 'go', 'away', 'without', 'word']",0,say-prince-nothing-pierre-look-please-smile-know-hand
"when he reached his sister's room his wife was already awake and her merry voice, hurrying one word after another, came through the open door.","['reach', 'sisters', 'room', 'wife', 'already', 'awake', 'merry', 'voice', 'hurry', 'word', 'another', 'come', 'open', 'door']",7,say-prince-go-andrew-look-come-count-room-pierre
"she was speaking as usual in french, and as if after long self-restraint she wished to make up for lost time.","['speak', 'usual', 'french', 'long', 'selfrestraint', 'wish', 'make', 'lose', 'time']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"""no, but imagine the old countess zubova, with false curls and her mouth full of false teeth, as if she were trying to cheat old age.... ha, ha, ha!","['imagine', 'old', 'count', 'zubova', 'false', 'curl', 'mouth', 'full', 'false', 'teeth', 'try', 'cheat', 'old', 'age', 'ha', 'ha', 'ha']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
"mary!""",['mary'],5,princess-mary-say-give-prince-look-dinner-man-face
this very sentence about countess zubova and this same laugh prince andrew had already heard from his wife in the presence of others some five times.,"['sentence', 'count', 'zubova', 'laugh', 'prince', 'andrew', 'already', 'hear', 'wife', 'presence', 'others', 'time']",1,count-go-pierre-prince-come-know-look-well-let
he entered the room softly.,"['enter', 'room', 'softly']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"the little princess, plump and rosy, was sitting in an easy chair with her work in her hands, talking incessantly, repeating petersburg reminiscences and even phrases.","['little', 'princess', 'plump', 'rosy', 'sit', 'easy', 'chair', 'work', 'hand', 'talk', 'incessantly', 'repeat', 'petersburg', 'reminiscences', 'even', 'phrase']",8,prince-hand-know-say-hold-princess-book-leave-even
"prince andrew came up, stroked her hair, and asked if she felt rested after their journey.","['prince', 'andrew', 'come', 'stroke', 'hair', 'ask', 'felt', 'rest', 'journey']",7,say-prince-go-andrew-look-come-count-room-pierre
she answered him and continued her chatter.,"['answer', 'continue', 'chatter']",1,count-go-pierre-prince-come-know-look-well-let
the coach with six horses was waiting at the porch.,"['coach', 'horse', 'wait', 'porch']",0,say-prince-nothing-pierre-look-please-smile-know-hand
"it was an autumn night, so dark that the coachman could not see the carriage pole.","['autumn', 'night', 'dark', 'coachman', 'could', 'see', 'carriage', 'pole']",2,know-letter-father-man-pierre-see-princess-silent-say
servants with lanterns were bustling about in the porch.,"['servants', 'lanterns', 'bustle', 'porch']",0,say-prince-nothing-pierre-look-please-smile-know-hand
the immense house was brilliant with lights shining through its lofty windows.,"['immense', 'house', 'brilliant', 'light', 'shin', 'lofty', 'windows']",7,say-prince-go-andrew-look-come-count-room-pierre
"the domestic serfs were crowding in the hall, waiting to bid good-by to the young prince.","['domestic', 'serfs', 'crowd', 'hall', 'wait', 'bid', 'goodby', 'young', 'prince']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"the members of the household were all gathered in the reception hall: michael ivanovich, mademoiselle bourienne, princess mary, and the little princess.","['members', 'household', 'gather', 'reception', 'hall', 'michael', 'ivanovich', 'mademoiselle', 'bourienne', 'princess', 'mary', 'little', 'princess']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
prince andrew had been called to his father's study as the latter wished to say good-by to him alone.,"['prince', 'andrew', 'call', 'father', 'study', 'latter', 'wish', 'say', 'goodby', 'alone']",7,say-prince-go-andrew-look-come-count-room-pierre
all were waiting for them to come out.,"['wait', 'come', 'out']",7,say-prince-go-andrew-look-come-count-room-pierre
"when prince andrew entered the study the old man in his old-age spectacles and white dressing gown, in which he received no one but his son, sat at the table writing.","['prince', 'andrew', 'enter', 'study', 'old', 'man', 'oldage', 'spectacles', 'white', 'dress', 'gown', 'receive', 'son', 'sit', 'table', 'write']",7,say-prince-go-andrew-look-come-count-room-pierre
he glanced round.,"['glance', 'round']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"""going?""",['go'],7,say-prince-go-andrew-look-come-count-room-pierre
and he went on writing.,"['go', 'write']",7,say-prince-go-andrew-look-come-count-room-pierre
"""i've come to say good-by.""","['ive', 'come', 'say', 'goodby']",0,say-prince-nothing-pierre-look-please-smile-know-hand
"""kiss me here,"" and he touched his cheek: ""thanks, thanks!""","['kiss', 'touch', 'cheek', 'thank', 'thank']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
"""what do you thank me for?""","['thank', 'for']",4,dont-say-know-ah-tell-be-dear-do-michael
"""for not dilly-dallying and not hanging to a woman's apron strings.","['dillydally', 'hang', 'womans', 'apron', 'string']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
the service before everything.,"['service', 'everything']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"thanks, thanks!""","['thank', 'thank']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
"and he went on writing, so that his quill spluttered and squeaked.","['go', 'write', 'quill', 'splutter', 'squeak']",2,know-letter-father-man-pierre-see-princess-silent-say
"""if you have anything to say, say it.","['anything', 'say', 'say', 'it']",7,say-prince-go-andrew-look-come-count-room-pierre
"these two things can be done together,"" he added.","['things', 'do', 'together', 'add']",4,dont-say-know-ah-tell-be-dear-do-michael
"""about my wife... i am ashamed as it is to leave her on your hands..."" ""why talk nonsense?","['wife', 'ashamed', 'leave', 'hand', 'talk', 'nonsense']",1,count-go-pierre-prince-come-know-look-well-let
"say what you want.""","['say', 'want']",1,count-go-pierre-prince-come-know-look-well-let
"""when her confinement is due, send to moscow for an accoucheur.... let him be here...."" the old prince stopped writing and, as if not understanding, fixed his stern eyes on his son.","['confinement', 'due', 'send', 'moscow', 'accoucheur', 'let', 'old', 'prince', 'stop', 'write', 'understand', 'fix', 'stern', 'eye', 'son']",2,know-letter-father-man-pierre-see-princess-silent-say
"""i know that no one can help if nature does not do her work,"" said prince andrew, evidently confused.","['know', 'help', 'nature', 'work', 'say', 'prince', 'andrew', 'evidently', 'confuse']",7,say-prince-go-andrew-look-come-count-room-pierre
"""i know that out of a million cases only one goes wrong, but it is her fancy and mine.","['know', 'million', 'case', 'go', 'wrong', 'fancy', 'mine']",4,dont-say-know-ah-tell-be-dear-do-michael
they have been telling her things.,"['tell', 'things']",4,dont-say-know-ah-tell-be-dear-do-michael
"she has had a dream and is frightened.""","['dream', 'frighten']",1,count-go-pierre-prince-come-know-look-well-let
"""hm... hm..."" muttered the old prince to himself, finishing what he was writing.","['hm', 'hm', 'mutter', 'old', 'prince', 'finish', 'write']",7,say-prince-go-andrew-look-come-count-room-pierre
"""i'll do it.""","['ill', 'it']",1,count-go-pierre-prince-come-know-look-well-let
he signed with a flourish and suddenly turning to his son began to laugh.,"['sign', 'flourish', 'suddenly', 'turn', 'son', 'begin', 'laugh']",1,count-go-pierre-prince-come-know-look-well-let
"""it's a bad business, eh?""","['bad', 'business', 'eh']",4,dont-say-know-ah-tell-be-dear-do-michael
"""what is bad, father?""","['bad', 'father']",4,dont-say-know-ah-tell-be-dear-do-michael
"""the wife!""",['wife'],1,count-go-pierre-prince-come-know-look-well-let
"said the old prince, briefly and significantly.","['say', 'old', 'prince', 'briefly', 'significantly']",7,say-prince-go-andrew-look-come-count-room-pierre
"""i don't understand!""","['dont', 'understand']",4,dont-say-know-ah-tell-be-dear-do-michael
said prince andrew.,"['say', 'prince', 'andrew']",7,say-prince-go-andrew-look-come-count-room-pierre
"""no, it can't be helped, lad,"" said the prince.","['cant', 'help', 'lad', 'say', 'prince']",7,say-prince-go-andrew-look-come-count-room-pierre
"""they're all like that; one can't unmarry.","['theyre', 'like', 'cant', 'unmarry']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
"don't be afraid; i won't tell anyone, but you know it yourself.""","['dont', 'afraid', 'wont', 'tell', 'anyone', 'know', 'yourself']",4,dont-say-know-ah-tell-be-dear-do-michael
"he seized his son by the hand with small bony fingers, shook it, looked straight into his son's face with keen eyes which seemed to see through him, and again laughed his frigid laugh.","['seize', 'son', 'hand', 'small', 'bony', 'finger', 'shake', 'look', 'straight', 'sons', 'face', 'keen', 'eye', 'seem', 'see', 'laugh', 'frigid', 'laugh']",3,room-pierre-prince-draw-look-say-laugh-princess-little
